141.024949,37.316569,0,-8.39972685779
141.027770389,37.31662806,250.000325724,-5.16040036612
141.030591782,37.316687053,500.000650342,-5.84086714415
141.033413179,37.316745979,750.000973849,-7.00688893922
141.036234581,37.3168048381,1000.00129625,-8.38284211645
141.039055988,37.3168636301,1250.00161755,-9.72846385298
141.041877398,37.3169223552,1500.00193774,-11.2960085675
141.044698813,37.3169810133,1750.00225683,-12.8667556012
141.047520233,37.3170396044,2000.00257482,-14.2734481817
141.050341657,37.3170981285,2250.0028917,-14.2909657429
141.053163085,37.3171565857,2500.00320749,-14.8680894347
141.055984517,37.3172149758,2750.00352218,-16.8438090957
141.058805954,37.317273299,3000.00383578,-18.3854575741
141.061627395,37.3173315551,3250.00414827,-19.1514301011
141.064448841,37.3173897443,3500.00445968,-19.1850279785
141.06727029,37.3174478665,3750.00476999,-20.1837407259
141.070091745,37.3175059218,4000.00507921,-21.9503834096
141.072913203,37.31756391,4250.00538734,-23.969767854
141.075734666,37.3176218312,4500.00569438,-23.8888810762
141.078556133,37.3176796855,4750.00600034,-24.7654330018
141.081377604,37.3177374727,5000.0063052,-26.6627298613
141.08419908,37.317795193,5250.00660899,-27.2925250661
141.08702056,37.3178528463,5500.00691168,-28.6029843866
141.089842044,37.3179104326,5750.0072133,-30.8495325326
141.092663533,37.3179679519,6000.00751383,-34.0091919828
141.095485026,37.3180254042,6250.00781329,-36.1726987362
141.098306523,37.3180827896,6500.00811166,-37.2120477952
141.101128024,37.3181401079,6750.00840896,-37.1044043124
141.10394953,37.3181973593,7000.00870518,-37.4113691425
141.10677104,37.3182545436,7250.00900033,-38.2516772527
141.109592554,37.318311661,7500.00929439,-39.6878170232
141.112414072,37.3183687114,7750.0095874,-40.5288035043
141.115235595,37.3184256948,8000.00987932,-41.2997499172
141.118057122,37.3184826112,8250.01017018,-42.6763334298
141.120878653,37.3185394606,8500.01045997,-44.0406942513
141.123700188,37.318596243,8750.01074869,-45.6194357587
141.126521728,37.3186529584,9000.01103635,-47.7455045539
141.129343271,37.3187096069,9250.01132294,-47.3450606633
141.132164819,37.3187661883,9500.01160846,-47.5746527312
141.134986372,37.3188227028,9750.01189293,-50.618913439
141.137807928,37.3188791502,10000.0121763,-52.0958222957
141.140629489,37.3189355307,10250.0124587,-53.8974755357
141.143451054,37.3189918441,10500.01274,-56.6815979507
141.024949,37.316569,10750.01274,1.0
141.024949,37.316569,11000.01274,25.0
